step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
6766,601176,27064,0.0030799161231760764,1.0,1.0,,,,,
6767,601244,27068,0.005974785385004549,1.0,1.0,,,,,
6768,601312,27072,0.0056480426330255285,1.0,1.0,,,,,
6769,601412,27076,0.004105531153283604,1.0,1.0,0.009373365301447577,1.0,1.0,,
6770,601512,27080,0.0032064326064102275,1.0,1.0,,,,,
6771,601612,27084,0.003909977865858786,1.0,1.0,,,,,
6772,601680,27088,0.0060511182673855315,1.0,1.0,,,,,
6773,601748,27092,0.006486351809216872,1.0,1.0,,,,,
6774,601848,27096,0.004341906811830936,1.0,1.0,,,,,
6775,601948,27100,0.00432414082347261,1.0,1.0,,,,,
6776,602048,27104,0.005791965952890028,1.0,1.0,,,,,
6777,602148,27108,0.003951167562126916,1.0,1.0,0.005844887413061617,1.0,1.0,,
6778,602216,27112,0.005268082340830888,1.0,1.0,,,,,
6779,602316,27116,0.003114020782010035,1.0,1.0,,,,,
6780,602416,27120,0.004863211117754833,1.0,1.0,,,,,
6781,602516,27124,0.005391682724925449,1.0,1.0,,,,,
6782,602616,27128,0.005232728126243865,1.0,1.0,,,,,
6783,602716,27132,0.003835509046272214,1.0,1.0,,,,,
6784,602784,27136,0.006190333164831595,1.0,1.0,,,,,
6785,602884,27140,0.005531965911081459,1.0,1.0,0.009200054020607543,1.0,1.0,,
6786,602984,27144,0.0034713195760763256,1.0,1.0,,,,,
6787,603052,27148,0.006014969250690758,1.0,1.0,,,,,
6788,603152,27152,0.005350301617521147,1.0,1.0,,,,,
6789,603220,27156,0.004914544407521185,1.0,1.0,,,,,
6790,603320,27160,0.0038605602018549237,1.0,1.0,,,,,
6791,603420,27164,0.0037724725994784576,1.0,1.0,,,,,
6792,603520,27168,0.004128273303534252,1.0,1.0,,,,,
6793,603620,27172,0.0038926922197850475,1.0,1.0,0.008129371187579046,1.0,1.0,,
6794,603720,27176,0.004627645595494437,1.0,1.0,,,,,
6795,603788,27180,0.005276676925768974,1.0,1.0,,,,,
6796,603888,27184,0.0039874731784438925,1.0,1.0,,,,,
6797,603988,27188,0.0031509004702542816,1.0,1.0,,,,,
6798,604088,27192,0.005134714118426778,1.0,1.0,,,,,
6799,604188,27196,0.004355456860892062,1.0,1.0,,,,,
6800,604256,27200,0.005559786729212916,1.0,1.0,,,,,
6801,604356,27204,0.004658781175413296,1.0,1.0,0.007480452555007518,1.0,1.0,,
6802,604456,27208,0.004067046345354815,1.0,1.0,,,,,
6803,604524,27212,0.006726123862172458,1.0,1.0,,,,,
6804,604624,27216,0.0038255234706195823,1.0,1.0,,,,,
6805,604692,27220,0.0063969760302337334,1.0,1.0,,,,,
6806,604792,27224,0.0037445370233984226,1.0,1.0,,,,,
6807,604892,27228,0.0036111628941044803,1.0,1.0,,,,,
6808,604960,27232,0.005733490808618287,1.0,1.0,,,,,
6809,605028,27236,0.006495885161961303,1.0,1.0,0.009369177906634694,1.0,1.0,,
6810,605128,27240,0.004407470887648799,1.0,1.0,,,,,
6811,605196,27244,0.006459627154804357,1.0,1.0,,,,,
6812,605296,27248,0.004660102557408408,1.0,1.0,,,,,
6813,605396,27252,0.0035555338266558263,1.0,1.0,,,,,
6814,605464,27256,0.005060937575195317,1.0,1.0,,,,,
6815,605532,27260,0.0060510092077027625,1.0,1.0,,,,,
6816,605600,27264,0.007032633670876826,1.0,1.0,,,,,
6817,605668,27268,0.005336918297108992,1.0,1.0,0.007910011867433068,1.0,1.0,,
6818,605800,27272,0.004520206555651036,1.0,1.0,,,,,
6819,605900,27276,0.003989939297402116,1.0,1.0,,,,,
6820,605968,27280,0.005243152938125153,1.0,1.0,,,,,
6821,606068,27284,0.0040282259993998015,1.0,1.0,,,,,
6822,606136,27288,0.0056800975718975626,1.0,1.0,,,,,
6823,606204,27292,0.006272843492437748,1.0,1.0,,,,,
6824,606304,27296,0.004305735929636671,1.0,1.0,,,,,
6825,606372,27300,0.006763291849012862,1.0,1.0,0.008380335048534651,1.0,1.0,,
6826,606472,27304,0.003958068165303808,1.0,1.0,,,,,
6827,606572,27308,0.0036791180369514192,1.0,1.0,,,,,
6828,606672,27312,0.0044625080377859025,1.0,1.0,,,,,
6829,606772,27316,0.003501577674933263,1.0,1.0,,,,,
6830,606840,27320,0.005478427826073747,1.0,1.0,,,,,
6831,606940,27324,0.004709298410027873,1.0,1.0,,,,,
6832,607040,27328,0.004882843233738133,1.0,1.0,,,,,
6833,607140,27332,0.004115401979460286,1.0,1.0,0.008255627381494577,1.0,1.0,,
6834,607240,27336,0.003729248424490687,1.0,1.0,,,,,
6835,607308,27340,0.006142669988995897,1.0,1.0,,,,,
6836,607376,27344,0.0060192031754610475,1.0,1.0,,,,,
6837,607476,27348,0.004053356743771394,1.0,1.0,,,,,
6838,607576,27352,0.004744783601589285,1.0,1.0,,,,,
6839,607644,27356,0.005138286135872577,1.0,1.0,,,,,
6840,607712,27360,0.005904731685257131,1.0,1.0,,,,,
6841,607780,27364,0.007092775427010771,1.0,1.0,0.00829235380619174,1.0,1.0,,
6842,607848,27368,0.007188831606005114,1.0,1.0,,,,,
6843,607948,27372,0.004041664877788703,1.0,1.0,,,,,
6844,608048,27376,0.004504011749385182,1.0,1.0,,,,,
6845,608116,27380,0.0045835190436096344,1.0,1.0,,,,,
6846,608216,27384,0.004708969164543693,1.0,1.0,,,,,
6847,608316,27388,0.004592174693547275,1.0,1.0,,,,,
6848,608416,27392,0.0036298678184926267,1.0,1.0,,,,,
6849,608484,27396,0.006681776033156082,1.0,1.0,0.008724916938049524,1.0,1.0,,
6850,608584,27400,0.003381179190681536,1.0,1.0,,,,,
6851,608684,27404,0.0033259990413381443,1.0,1.0,,,,,
6852,608752,27408,0.005645823149073551,1.0,1.0,,,,,
6853,608852,27412,0.004469681720976061,1.0,1.0,,,,,
6854,608920,27416,0.0066648042916533,1.0,1.0,,,,,
6855,609020,27420,0.004799287520526345,1.0,1.0,,,,,
6856,609088,27424,0.005776294555298602,1.0,1.0,,,,,
6857,609188,27428,0.004805808705633013,1.0,1.0,0.007876527582489957,1.0,1.0,,
6858,609288,27432,0.004406873902781072,1.0,1.0,,,,,
6859,609356,27436,0.008032490201233554,1.0,1.0,,,,,
6860,609456,27440,0.003605434316611724,1.0,1.0,,,,,
6861,609556,27444,0.004287538544111809,1.0,1.0,,,,,
6862,609624,27448,0.005256103039888496,1.0,1.0,,,,,
6863,609692,27452,0.005508132108976484,1.0,1.0,,,,,
6864,609792,27456,0.004246986682683686,1.0,1.0,,,,,
6865,609892,27460,0.0034749822847312873,1.0,1.0,0.008062014446034391,1.0,1.0,,
6866,609992,27464,0.003586725230617051,1.0,1.0,,,,,
6867,610092,27468,0.0037988893846860345,1.0,1.0,,,,,
6868,610192,27472,0.003931030081416933,1.0,1.0,,,,,
6869,610260,27476,0.006915385739758166,1.0,1.0,,,,,
6870,610328,27480,0.006482501768910102,1.0,1.0,,,,,
6871,610396,27484,0.00718215464430239,1.0,1.0,,,,,
6872,610496,27488,0.005202740535246306,1.0,1.0,,,,,
6873,610564,27492,0.00689728385879198,1.0,1.0,0.01148290094950781,1.0,1.0,,
6874,610664,27496,0.004751946207343671,1.0,1.0,,,,,
6875,610764,27500,0.0044949005339940664,1.0,1.0,,,,,
6876,610864,27504,0.003653470597608213,1.0,1.0,,,,,
6877,610964,27508,0.00366415450782093,1.0,1.0,,,,,
6878,611064,27512,0.003948432568796445,1.0,1.0,,,,,
6879,611164,27516,0.004073133258077551,1.0,1.0,,,,,
6880,611232,27520,0.006189944259865321,1.0,1.0,,,,,
6881,611300,27524,0.005967909782199233,1.0,1.0,0.008820863772690472,1.0,1.0,,
6882,611368,27528,0.0064827419022969405,1.0,1.0,,,,,
6883,611468,27532,0.004728932278713014,1.0,1.0,,,,,
6884,611568,27536,0.003806431822066164,1.0,1.0,,,,,
6885,611700,27540,0.004248897720992129,1.0,1.0,,,,,
6886,611768,27544,0.006901906346968119,1.0,1.0,,,,,
6887,611868,27548,0.004450759254458952,1.0,1.0,,,,,
6888,611968,27552,0.004483043411695776,1.0,1.0,,,,,
6889,612068,27556,0.004218824320756318,1.0,1.0,0.008197792617654933,1.0,1.0,,
6890,612136,27560,0.005646705394154489,1.0,1.0,,,,,
6891,612236,27564,0.003951923845095563,1.0,1.0,,,,,
6892,612368,27568,0.004309692528687278,1.0,1.0,,,,,
6893,612468,27572,0.0035863694134704127,1.0,1.0,,,,,
6894,612536,27576,0.006380358965563388,1.0,1.0,,,,,
6895,612604,27580,0.005680049100952296,1.0,1.0,,,,,
6896,612704,27584,0.0037117035533526213,1.0,1.0,,,,,
6897,612772,27588,0.004629386394698675,1.0,1.0,0.0119066581612256,1.0,1.0,,
6898,612840,27592,0.005827867249702885,1.0,1.0,,,,,
6899,612940,27596,0.0042127577341810815,1.0,1.0,,,,,
6900,613008,27600,0.00689955521157465,1.0,1.0,,,,,
6901,613108,27604,0.004371581798778593,1.0,1.0,,,,,
6902,613176,27608,0.0058683987495321424,1.0,1.0,,,,,
6903,613244,27612,0.0058837539284669295,1.0,1.0,,,,,
6904,613344,27616,0.0045595283271564575,1.0,1.0,,,,,
6905,613444,27620,0.004236977854134416,1.0,1.0,0.00817844840955008,1.0,1.0,,
6906,613544,27624,0.004686310232751669,1.0,1.0,,,,,
6907,613612,27628,0.006351508109651861,1.0,1.0,,,,,
6908,613712,27632,0.003794749707876079,1.0,1.0,,,,,
6909,613812,27636,0.005102332563876069,1.0,1.0,,,,,
6910,613912,27640,0.004346167870358068,1.0,1.0,,,,,
6911,613980,27644,0.005583503241712582,1.0,1.0,,,,,
6912,614048,27648,0.006233183262145907,1.0,1.0,,,,,
6913,614148,27652,0.0038884266889114734,1.0,1.0,0.007824110949767895,1.0,1.0,,
6914,614248,27656,0.00372023839470029,1.0,1.0,,,,,
6915,614348,27660,0.004316326092748599,1.0,1.0,,,,,
6916,614448,27664,0.003642005696626261,1.0,1.0,,,,,
6917,614548,27668,0.004568828273365575,1.0,1.0,,,,,
6918,614616,27672,0.005367706341688577,1.0,1.0,,,,,
6919,614684,27676,0.004869838065385188,1.0,1.0,,,,,
6920,614752,27680,0.006754307676187627,1.0,1.0,,,,,
6921,614852,27684,0.004605995554136111,1.0,1.0,0.009363010225505964,1.0,1.0,,
6922,614952,27688,0.004221496647451939,1.0,1.0,,,,,
6923,615052,27692,0.004150264367627794,1.0,1.0,,,,,
6924,615120,27696,0.005477115788363518,1.0,1.0,,,,,
6925,615220,27700,0.005311768380024565,1.0,1.0,,,,,
6926,615320,27704,0.003904773214945993,1.0,1.0,,,,,
6927,615388,27708,0.005203570251755139,1.0,1.0,,,,,
6928,615488,27712,0.004568106756678142,1.0,1.0,,,,,
6929,615588,27716,0.003585144397942409,1.0,1.0,0.01311049401765713,1.0,1.0,,
6930,615688,27720,0.0037392518989742447,1.0,1.0,,,,,
6931,615788,27724,0.004870430694210966,1.0,1.0,,,,,
6932,615888,27728,0.004889358667286724,1.0,1.0,,,,,
6933,615956,27732,0.004625465935217709,1.0,1.0,,,,,
6934,616056,27736,0.004824457747049344,1.0,1.0,,,,,
6935,616156,27740,0.005017900782657639,1.0,1.0,,,,,
6936,616256,27744,0.004669847649192313,1.0,1.0,,,,,
6937,616388,27748,0.0033375311163953737,1.0,1.0,0.009818745645931076,1.0,1.0,,
6938,616456,27752,0.005803350918081153,1.0,1.0,,,,,
6939,616556,27756,0.003970550526367039,1.0,1.0,,,,,
6940,616624,27760,0.006331511692613587,1.0,1.0,,,,,
6941,616724,27764,0.004888959900955741,1.0,1.0,,,,,
6942,616792,27768,0.007284342028196151,1.0,1.0,,,,,
6943,616892,27772,0.004768494210402554,1.0,1.0,,,,,
6944,616992,27776,0.0044639885854867835,1.0,1.0,,,,,
6945,617092,27780,0.004400821014351977,1.0,1.0,0.008754081360032293,1.0,1.0,,
6946,617192,27784,0.0049219279964043015,1.0,1.0,,,,,
6947,617292,27788,0.004589659826568139,1.0,1.0,,,,,
6948,617392,27792,0.003850563103673051,1.0,1.0,,,,,
6949,617492,27796,0.0038731664713232325,1.0,1.0,,,,,
6950,617592,27800,0.005865602099611973,1.0,1.0,,,,,
6951,617692,27804,0.004418538225564361,1.0,1.0,,,,,
6952,617760,27808,0.007974784770838234,1.0,1.0,,,,,
6953,617860,27812,0.004059758119450483,1.0,1.0,0.008927342991095951,1.0,1.0,,
6954,617928,27816,0.007081687545080158,1.0,1.0,,,,,
6955,617996,27820,0.007259112763131725,1.0,1.0,,,,,
6956,618064,27824,0.0050288114757983315,1.0,1.0,,,,,
6957,618164,27828,0.005222617941069145,1.0,1.0,,,,,
6958,618232,27832,0.0057278602852867695,1.0,1.0,,,,,
6959,618332,27836,0.004474196093557026,1.0,1.0,,,,,
6960,618400,27840,0.00549979805308837,1.0,1.0,,,,,
6961,618500,27844,0.00417583146597036,1.0,1.0,0.006508426823436862,1.0,1.0,,
6962,618600,27848,0.005673233116732734,1.0,1.0,,,,,
6963,618700,27852,0.00429474058849042,1.0,1.0,,,,,
6964,618800,27856,0.004506096979455188,1.0,1.0,,,,,
6965,618868,27860,0.006832449714752302,1.0,1.0,,,,,
6966,618936,27864,0.004995414600014899,1.0,1.0,,,,,
6967,619036,27868,0.003978087345660519,1.0,1.0,,,,,
6968,619136,27872,0.004221517387318195,1.0,1.0,,,,,
6969,619268,27876,0.003511495561344988,1.0,1.0,0.007170280315681801,1.0,1.0,,
6970,619336,27880,0.0038727230719991204,1.0,1.0,,,,,
6971,619436,27884,0.0039085521246289435,1.0,1.0,,,,,
6972,619504,27888,0.005729028765121367,1.0,1.0,,,,,
6973,619604,27892,0.003854527949693747,1.0,1.0,,,,,
6974,619672,27896,0.005404713777195135,1.0,1.0,,,,,
6975,619740,27900,0.004805842104985843,1.0,1.0,,,,,
6976,619840,27904,0.0042572614447661,1.0,1.0,,,,,
6977,619940,27908,0.004107807731998226,1.0,1.0,0.006944250671573329,1.0,1.0,,
6978,620040,27912,0.0046341115388005725,1.0,1.0,,,,,
6979,620140,27916,0.004395484259877781,1.0,1.0,,,,,
6980,620208,27920,0.004852573081075491,1.0,1.0,,,,,
6981,620276,27924,0.005006220318306393,1.0,1.0,,,,,
6982,620344,27928,0.005654810944856833,1.0,1.0,,,,,
6983,620444,27932,0.003978847870178951,1.0,1.0,,,,,
6984,620512,27936,0.005781084624946038,1.0,1.0,,,,,
6985,620580,27940,0.0046307456546334355,1.0,1.0,0.00827699222430148,1.0,1.0,,
6986,620648,27944,0.0054797981648641225,1.0,1.0,,,,,
6987,620716,27948,0.006001293738697483,1.0,1.0,,,,,
6988,620816,27952,0.004478714332250557,1.0,1.0,,,,,
6989,620916,27956,0.0038365625758101218,1.0,1.0,,,,,
6990,620984,27960,0.005920891187374684,1.0,1.0,,,,1.0,0.9999999999999989
6991,621084,27964,0.003569761934800303,1.0,1.0,,,,,
6992,621184,27968,0.00416646011463066,1.0,1.0,,,,,
6993,621284,27972,0.004510995308076578,1.0,1.0,0.014111884208013247,1.0,1.0,,
6994,621352,27976,0.005075639692570598,1.0,1.0,,,,,
6995,621420,27980,0.005891843119085394,1.0,1.0,,,,,
6996,621488,27984,0.006013060716258031,1.0,1.0,,,,,
6997,621556,27988,0.0057726222552831625,1.0,1.0,,,,,
6998,621624,27992,0.0043973572495923366,1.0,1.0,,,,,
6999,621692,27996,0.004897972597124252,1.0,1.0,,,,,
7000,621792,28000,0.003998832878438018,1.0,1.0,,,,,
7001,621892,28004,0.004516512349768043,1.0,1.0,0.008909621953384255,1.0,1.0,,
7002,621992,28008,0.0035833285862783334,1.0,1.0,,,,,
7003,622092,28012,0.0038101049623435364,1.0,1.0,,,,,
7004,622192,28016,0.003186728752438271,1.0,1.0,,,,,
7005,622260,28020,0.006042037140946014,1.0,1.0,,,,,
7006,622360,28024,0.004307607223101281,1.0,1.0,,,,,
7007,622460,28028,0.004230431715894364,1.0,1.0,,,,,
7008,622560,28032,0.00380752712658128,1.0,1.0,,,,,
7009,622660,28036,0.003791979972410099,1.0,1.0,0.008828855177566642,1.0,1.0,,
7010,622760,28040,0.003916231228059844,1.0,1.0,,,,,
7011,622828,28044,0.005589732530526678,1.0,1.0,,,,,
7012,622928,28048,0.0037101434811279786,1.0,1.0,,,,,
7013,622996,28052,0.004322425022155014,1.0,1.0,,,,,
7014,623096,28056,0.00402111976530828,1.0,1.0,,,,,
7015,623196,28060,0.003479670240782924,1.0,1.0,,,,,
7016,623296,28064,0.004028189327772249,1.0,1.0,,,,,
7017,623396,28068,0.0039435880825136145,1.0,1.0,0.008256963692216058,1.0,1.0,,
7018,623464,28072,0.006471918086384348,1.0,1.0,,,,,
7019,623564,28076,0.00375276681719732,1.0,1.0,,,,,
7020,623664,28080,0.0036056699317365925,1.0,1.0,,,,,
7021,623764,28084,0.004243889467178223,1.0,1.0,,,,,
7022,623864,28088,0.004226045889099357,1.0,1.0,,,,,
7023,623964,28092,0.004141978925826043,1.0,1.0,,,,,
7024,624032,28096,0.006485341666314639,1.0,1.0,,,,,
7025,624132,28100,0.004310646416103232,1.0,1.0,0.010576766393495148,1.0,1.0,,
7026,624232,28104,0.00435912452068632,1.0,1.0,,,,,
7027,624332,28108,0.004066387436282047,1.0,1.0,,,,,
7028,624432,28112,0.004133145981217616,1.0,1.0,,,,,
7029,624532,28116,0.003052309433222279,1.0,1.0,,,,,
7030,624632,28120,0.0037622781060905794,1.0,1.0,,,,,
7031,624732,28124,0.0034252396526767916,1.0,1.0,,,,,
7032,624800,28128,0.004986583153392772,1.0,1.0,,,,,
7033,624868,28132,0.0053367800398816095,1.0,1.0,0.008079842159432422,1.0,1.0,,
7034,624968,28136,0.003506237167525038,1.0,1.0,,,,,
7035,625036,28140,0.006658371639161196,1.0,1.0,,,,,
7036,625104,28144,0.004294922478642186,1.0,1.0,,,,,
7037,625204,28148,0.003747425217611381,1.0,1.0,,,,,
7038,625272,28152,0.004933463139073993,1.0,1.0,,,,,
7039,625372,28156,0.0046833339551385226,1.0,1.0,,,,,
7040,625440,28160,0.005243831961747674,1.0,1.0,,,,,
7041,625540,28164,0.004036551866502496,1.0,1.0,0.009784935939331305,1.0,1.0,,
7042,625608,28168,0.005053145588622172,1.0,1.0,,,,,
7043,625676,28172,0.005948265592777347,1.0,1.0,,,,,
7044,625744,28176,0.0048765900825361,1.0,1.0,,,,,
7045,625812,28180,0.0035081436203515362,1.0,1.0,,,,,
7046,625880,28184,0.004906255558499337,1.0,1.0,,,,,
7047,625980,28188,0.004176173249170881,1.0,1.0,,,,,
7048,626080,28192,0.00391585869850384,1.0,1.0,,,,,
7049,626180,28196,0.003937946254638742,1.0,1.0,0.008925461603452903,1.0,1.0,,
7050,626280,28200,0.004733920166185754,1.0,1.0,,,,,
7051,626380,28204,0.0030297169376189478,1.0,1.0,,,,,
7052,626448,28208,0.006832293066972656,1.0,1.0,,,,,
7053,626548,28212,0.0037053332752249152,1.0,1.0,,,,,
7054,626616,28216,0.005941524949714748,1.0,1.0,,,,,
7055,626716,28220,0.0036986440339322156,1.0,1.0,,,,,
7056,626816,28224,0.003364454582273056,1.0,1.0,,,,,
7057,626884,28228,0.005053388884389696,1.0,1.0,0.006871238851791542,1.0,1.0,,
7058,626984,28232,0.003724700315466994,1.0,1.0,,,,,
7059,627084,28236,0.003728380097227438,1.0,1.0,,,,,
7060,627184,28240,0.0024514826759163104,1.0,1.0,,,,,
7061,627284,28244,0.0034810235617753044,1.0,1.0,,,,,
7062,627352,28248,0.0052097707950292714,1.0,1.0,,,,,
7063,627420,28252,0.00596417458266246,1.0,1.0,,,,,
7064,627520,28256,0.003274980423503102,1.0,1.0,,,,,
7065,627620,28260,0.004181987209547285,1.0,1.0,0.010708020536726013,1.0,1.0,,
7066,627720,28264,0.0039037340627031784,1.0,1.0,,,,,
7067,627820,28268,0.004132655015899212,1.0,1.0,,,,,
7068,627888,28272,0.004114759393194283,1.0,1.0,,,,,
7069,627988,28276,0.004022180117567504,1.0,1.0,,,,,
7070,628056,28280,0.004833609357351409,1.0,1.0,,,,,
7071,628156,28284,0.003933240384581377,1.0,1.0,,,,,
7072,628224,28288,0.0055731296350949484,1.0,1.0,,,,,
7073,628292,28292,0.004424170719326216,1.0,1.0,0.008726841694657077,1.0,1.0,,
7074,628360,28296,0.004408102616544334,1.0,1.0,,,,,
7075,628460,28300,0.004416493936205383,1.0,1.0,,,,,
7076,628560,28304,0.004313222290050807,1.0,1.0,,,,,
7077,628660,28308,0.0036240511851226022,1.0,1.0,,,,,
7078,628760,28312,0.003204212816949313,1.0,1.0,,,,,
7079,628892,28316,0.0033384374636889727,1.0,1.0,,,,,
7080,628992,28320,0.0038782740206351938,1.0,1.0,,,,,
7081,629092,28324,0.0037261675913262005,1.0,1.0,0.00873876208335318,1.0,1.0,,
7082,629160,28328,0.005684598299729223,1.0,1.0,,,,,
7083,629228,28332,0.0059486455989202465,1.0,1.0,,,,,
7084,629328,28336,0.004293575309845229,1.0,1.0,,,,,
7085,629428,28340,0.0036704075025430784,1.0,1.0,,,,,
7086,629496,28344,0.004619202600187151,1.0,1.0,,,,,
7087,629564,28348,0.0062825366639044315,1.0,1.0,,,,,
7088,629664,28352,0.003979067594746819,1.0,1.0,,,,,
7089,629732,28356,0.005144074411447002,1.0,1.0,0.009553653206849859,1.0,1.0,,
7090,629800,28360,0.004419135139438677,1.0,1.0,,,,,
7091,629900,28364,0.0040613399358561215,1.0,1.0,,,,,
7092,630000,28368,0.003955640285608588,1.0,1.0,,,,,
7093,630068,28372,0.0048641385358073564,1.0,1.0,,,,,
7094,630168,28376,0.0032762894788342695,1.0,1.0,,,,,
7095,630236,28380,0.005275624305767624,1.0,1.0,,,,,
7096,630304,28384,0.005551569594023037,1.0,1.0,,,,,
7097,630404,28388,0.0033153552192481325,1.0,1.0,0.009113979555444462,1.0,1.0,,
7098,630472,28392,0.005485149035565318,1.0,1.0,,,,,
7099,630572,28396,0.004352104110881321,1.0,1.0,,,,,
7100,630672,28400,0.0040491992034584956,1.0,1.0,,,,,
7101,630772,28404,0.0033703915306080565,1.0,1.0,,,,,
7102,630904,28408,0.003995337135567456,1.0,1.0,,,,,
7103,631004,28412,0.003698054902967781,1.0,1.0,,,,,
7104,631104,28416,0.004104212216011956,1.0,1.0,,,,,
7105,631204,28420,0.004035892609904366,1.0,1.0,0.008139838481933824,1.0,1.0,,
7106,631304,28424,0.0033736011948109616,1.0,1.0,,,,,
7107,631372,28428,0.00574266163081342,1.0,1.0,,,,,
7108,631472,28432,0.0032905936316865287,1.0,1.0,,,,,
7109,631540,28436,0.004983651480777087,1.0,1.0,,,,,
7110,631608,28440,0.00518448798462213,1.0,1.0,,,,,
7111,631708,28444,0.0033946741488414156,1.0,1.0,,,,,
7112,631776,28448,0.006291301927012982,1.0,1.0,,,,,
7113,631876,28452,0.003810902198167454,1.0,1.0,0.009391975290790366,1.0,1.0,,
7114,631944,28456,0.005528855975130803,1.0,1.0,,,,,
7115,632044,28460,0.003884753778028554,1.0,1.0,,,,,
7116,632112,28464,0.005193308189762131,1.0,1.0,,,,,
7117,632180,28468,0.005379921724320367,1.0,1.0,,,,,
7118,632248,28472,0.006021201427471086,1.0,1.0,,,,,
7119,632348,28476,0.004132060505657843,1.0,1.0,,,,,
7120,632448,28480,0.0037421425349674817,1.0,1.0,,,,,
7121,632516,28484,0.005685424619144524,1.0,1.0,0.006525158072955457,1.0,1.0,,
7122,632616,28488,0.003888926150009114,1.0,1.0,,,,,
7123,632716,28492,0.0035010055645379626,1.0,1.0,,,,,
7124,632784,28496,0.005269390554238971,1.0,1.0,,,,,
7125,632852,28500,0.0059458621047522335,1.0,1.0,,,,,
7126,632920,28504,0.0062528928316881146,1.0,1.0,,,,,
7127,632988,28508,0.006364033386879679,1.0,1.0,,,,,
7128,633088,28512,0.003254751160193574,1.0,1.0,,,,,
7129,633156,28516,0.005139192534173916,1.0,1.0,0.007538884048788042,1.0,1.0,,
7130,633224,28520,0.00471280216847668,1.0,1.0,,,,,
7131,633324,28524,0.004025823281977256,1.0,1.0,,,,,
7132,633392,28528,0.003868590868426596,1.0,1.0,,,,,
7133,633492,28532,0.004411993886611114,1.0,1.0,,,,,
7134,633592,28536,0.004308831342983832,1.0,1.0,,,,,
7135,633692,28540,0.003738058222018287,1.0,1.0,,,,,
7136,633792,28544,0.0038960914521118475,1.0,1.0,,,,,
7137,633892,28548,0.00426289369298942,1.0,1.0,0.010068007270274926,1.0,1.0,,
7138,633992,28552,0.0040108381161739655,1.0,1.0,,,,,
7139,634060,28556,0.00649322228470778,1.0,1.0,,,,,
7140,634160,28560,0.0036194787830942936,1.0,1.0,,,,,
7141,634260,28564,0.003974861695655563,1.0,1.0,,,,,
7142,634360,28568,0.004532999550403177,1.0,1.0,,,,,
7143,634460,28572,0.005263326809544568,1.0,1.0,,,,,
7144,634560,28576,0.004347669475658947,1.0,1.0,,,,,
7145,634660,28580,0.00483356409998839,1.0,1.0,0.010793199592272354,1.0,1.0,,
7146,634760,28584,0.0033687019622375245,1.0,1.0,,,,,
7147,634860,28588,0.0048193876933269545,1.0,1.0,,,,,
7148,634960,28592,0.0038597229128607504,1.0,1.0,,,,,
7149,635028,28596,0.004285152869210844,1.0,1.0,,,,,
7150,635128,28600,0.004551165079913222,1.0,1.0,,,,,
7151,635228,28604,0.004371752157748384,1.0,1.0,,,,,
7152,635328,28608,0.0038076217018264322,1.0,1.0,,,,,
7153,635428,28612,0.0030782378090812596,1.0,1.0,0.012036907793694596,1.0,1.0,,
7154,635528,28616,0.0033197598507849514,1.0,1.0,,,,,
7155,635596,28620,0.005086632978020403,1.0,1.0,,,,,
7156,635664,28624,0.0048683510804404225,1.0,1.0,,,,,
7157,635764,28628,0.0027327158273126365,1.0,1.0,,,,,
7158,635864,28632,0.004141832373146575,1.0,1.0,,,,,
7159,635932,28636,0.004900756761684066,1.0,1.0,,,,,
7160,636032,28640,0.0046846000595335965,1.0,1.0,,,,,
7161,636100,28644,0.005455691823593742,1.0,1.0,0.009935277657249398,1.0,1.0,,
7162,636200,28648,0.0040394762427096945,1.0,1.0,,,,,
7163,636268,28652,0.005253023560708438,1.0,1.0,,,,,
7164,636368,28656,0.004048201741181323,1.0,1.0,,,,,
7165,636468,28660,0.0036023456448456173,1.0,1.0,,,,,
7166,636600,28664,0.003065894407202182,1.0,1.0,,,,,
7167,636700,28668,0.00395676068468065,1.0,1.0,,,,,
7168,636800,28672,0.003970677742944943,1.0,1.0,,,,,
7169,636868,28676,0.0045285070418541904,1.0,1.0,0.00697038935304164,1.0,1.0,,
7170,636968,28680,0.005412692022448463,1.0,1.0,,,,,
7171,637068,28684,0.0035004240843320923,1.0,1.0,,,,,
7172,637168,28688,0.0034671155424458775,1.0,1.0,,,,,
7173,637268,28692,0.003541094312641444,1.0,1.0,,,,,
7174,637368,28696,0.003174044711590701,1.0,1.0,,,,,
7175,637436,28700,0.005384004233104493,1.0,1.0,,,,,
7176,637504,28704,0.005069867378031957,1.0,1.0,,,,,
7177,637604,28708,0.00329390394205145,1.0,1.0,0.010396810496539954,1.0,1.0,,
7178,637672,28712,0.005087592264412813,1.0,1.0,,,,,
7179,637772,28716,0.0035533181532020684,1.0,1.0,,,,,
7180,637872,28720,0.0045717521893817665,1.0,1.0,,,,,
7181,637940,28724,0.006531641110425718,1.0,1.0,,,,,
7182,638040,28728,0.004355907848297583,1.0,1.0,,,,,
7183,638140,28732,0.004215250512293523,1.0,1.0,,,,,
7184,638240,28736,0.0034675579745328737,1.0,1.0,,,,,
7185,638340,28740,0.0034102914520677172,1.0,1.0,0.00793516101631763,1.0,1.0,,
